"ITEMPLAN MADRE	ESTADO ITEM. MADRE	CANT. HIJOS	NOMBRE ITEM. MADRE	PROYECTO	SUBPROYECTO	PRIORIDAD	PEP1	PEP2	ORDEN DE COMPRA	SITUACION.	MONTO.	# CERT.	EECC	ENCARGADO	# CARTA	FECHA RECEPCION	# FACTURA	ESTADO FACTURA	FECHA VALIDACION"
"M-22-02-018	Certificado	1	REDISENO FEB 2022 AEROPUERTO DE CAJAMARCA	OBRA PUBLICA	MTC	NO	P-0055-22-0026-00022	P-0055-22-0026-00022-001	9404008994	OC CERTIFICADA	11264.51	5036399947	COBRA	MTC	OF 0046-2022 MTC 19.03 - 	08/02/2022/			2022-05-16 10:32:50"
"M-22-02-019	Certificado	1	REDISENO FEB 2022 - AEROPUERTO DE TARAPOTO	OBRA PUBLICA	MTC	NO	P-0055-22-0026-00021	P-0055-22-0026-00021-001	9404009004	OC CERTIFICADA	7083.50	5036399944	COBRA	MTC	OFICIO 0230 -2022 - MTC 19.03	08/02/2022/			2022-05-16 10:02:31"
"M-22-02-020	Certificado	1	AEROPUERTO PUCALLPA 	OBRA PUBLICA	MTC	NO	P-0055-22-0026-00025	P-0055-22-0026-00025-001	9404008976	OC CERTIFICADA	4692.05	5036181593	LARI	MTC	OFICIO N 0085-2022 MTC-19.03.	08/02/2022/	FEVC-00008537	EMITIDO	2022-04-26 17:09:20"
"M-22-02-021	Cancelado	1	OP22-2022 - CONSTRUCCION DEL NUEVO PUENTE MONTALVO - MOQUEGUA  FEB 2022 	OBRA PUBLICA	PROVIAS MTC	NO				SIN SOLICITUD OC	15000.00		EZENTIS	PROVIAS NACIONAL	OFICIO-ORIG_-5877-2021-DDV.pdf	10/02/2022/			"
"M-22-02-022	Cancelado	1	ESTACION 06 ESTACION QUILCA METRO DE LIMA - CONSORCIO BUENAENTURA- SEDAPAL	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0326-00001	P-0055-22-0326-00001-001		OC ANULADA			COBRA	CONSORCIO BUENAVENTURA	CB- Carta N°035-2022-PAB006-SEDAPAL - Solicit	22/02/2022/			"
"M-22-02-023	Certificado	5	INTERFERENCIAS CON RED DE ALCANTARILLADO ESTACION 13 LINEA 2 METRO DE LIMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0299-00001	P-0055-22-0299-00001-001	9404024346	OC CERTIFICADA	105865.30	5036399942	COBRA	HYM SERVICIOS INDUCTRIALES SAC	Carta N° 01 SST.HM-ME-G	22/02/2022/	FEVC-00008551	EMITIDO	2022-04-30 07:11:52"
"M-22-02-024	Certificado	1	PUENTE RAMIRO PRIALE CRUCE AUTOPISTA CON RIO HUAYCOLORO	OBRA PUBLICA	EMAPE	NO	P-0055-22-0298-00001	P-0055-22-0298-00001-001	9404024373	OC CERTIFICADA	76.61	5036181919	LARI	EMAPE	013 EMAPE 2022	22/02/2022/			2022-04-20 19:28:44"
"M-22-02-025	Cancelado	1	REUBICACION DE POSTE EN PACOCHA	OBRA PUBLICA	MUNICIPALIDADES	NO				SIN SOLICITUD OC	5000.00		EZENTIS	MUNICIPALIDAD DISTRITAL DE PACOCHA	CARTA N° 013 - 2022 - LPIC - MDP	22/02/2022/			"
"M-22-02-026	Certificado	5	AEROPUERTO DE JAUJA 	OBRA PUBLICA	MTC	NO	P-0055-22-0329-00001	P-0055-22-0329-00001-001	9404036102	OC CERTIFICADA	5285.37	5036181206	DOMINION	MTC	0768-2022-MTC_19.03_OFICIO.pdf	22/02/2022/			2022-03-28 16:39:36"
"M-22-02-027	Certificado	1	PUENTES DE LIMA - PUENTE LOS ANGELES	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0324-00001	P-0055-22-0324-00001-001	9404036110	OC CERTIFICADA	14742.06	5036361121	LARI	PROVIAS MTC	Oficio N 267-2022-MTC-20-8.	22/02/2022/			2022-04-21 19:48:01"
"M-22-02-028	Certificado	2	PUENTES DE LIMA - PUENTE PALOMAR	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0323-00001	P-0055-22-0323-00001-001	9404036079	OC CERTIFICADA	9079.42	5036361122	LARI	PROVIAS MTC	Oficio N 267-2022-MTC-20-8.	22/02/2022/			2022-04-25 20:53:09"
"M-22-02-029	Certificado	2	PUENTES DE LIMA - PUENTE RICARDO PALMA	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0322-00001	P-0055-22-0322-00001-001	9404036083	OC CERTIFICADA	23771.51	5036399941	LARI	PROVIAS MTC	Oficio N 267-2022-MTC-20-8	22/02/2022/			2022-04-25 20:52:04"
"M-22-02-030	Cancelado	1	PUENTES DE LIMA  - PUENTE CHANCAY 	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0321-00001	P-0055-22-0321-00001-001	9404036057	OC ANULADA			LARI	PROVIAS MTC	Oficio N 267-2022-MTC-20-8.pdf	22/02/2022/			"
"M-22-02-031	Cancelado	1	PUENTES DE LIMA - PUENTE PACCHOTINGO 	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0320-00001	P-0055-22-0320-00001-001		OC ANULADA			LARI	PROVIAS MTC	Oficio N 267-2022-MTC-20-8.pdf	22/02/2022/			"
"M-22-02-032	Certificado	1	SAN GABRIEL	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0327-00001	P-0055-22-0327-00001-001	9404036101	OC CERTIFICADA	184.99	5036181862	LARI	INVERMET	CARTA-000465-2022- INVERMET - GP.pdf	25/02/2022/			2022-04-27 18:34:23"
"M-22-03-007	Certificado	9	PATIO TALLER Y NUEVAS AREAS	OBRA PUBLICA	ATU	NO	P-0055-22-0328-00001	P-0055-22-0328-00001-001	9404036091	OC CERTIFICADA	88161.40	5036399940	COMFICA	ATU	Carta D-000491-2021-ATU-DI-SAPLI.pdf	02/03/2022/	fEVC-00008076	EMITIDO	2022-03-30 14:07:42"
"M-22-03-008	Certificado	1	OP13 - 2025 - REUBICACION DE POSTE - PACOCHA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0325-00001	P-0055-22-0325-00001-001	9404052784	OC CERTIFICADA	747.90	5036181523	DOMINION	MUNICIPALIDAD DISTRITAL DE PACOCHA	CARTA N° 013-2022-MDP.	03/03/2022/			2022-04-27 18:16:29"
"M-22-03-009	Certificado	3	OP12-2022 - RE DISEÑO - PUENTE MONTALVO	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0288-00001	P-0055-22-0288-00001-001	9404052785	OC CERTIFICADA	29560.86	5036399887	DOMINION	PROVIAS NACIONAL	OFICIO-ORIG_-5877-2021-DDV (1).pdf	03/03/2022/	FEVC-00008497	EMITIDO	2022-04-20 19:27:45"
"M-22-03-010	Certificado	5	OBRA REDES EN AV. JESUS - PUENTE  JESUS  AREQUIPA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0026-00027	P-0055-22-0026-00027-001	9404043983	OC CERTIFICADA	8356.18	5036450730	DOMINION	MUNICIPALIDAD PROVINCIAL DE AREQUIPA	CARTA N° 013-2022- C.A.M/RQL	03/03/2022/	FEVC-00009063	EMITIDO	2022-06-20 10:22:36"
"M-22-03-011	Certificado	1	DOMINICOS	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0410-00001	P-0055-22-0410-00001-001	9404068007	OC CERTIFICADA	1760.62	5036390531	COMFICA	MUNICIPALIDAD METROPOLITANA DE LIMA - GRLM	CARTA 160-2022-MML-PGRLM- SRI.pdf	09/03/2022/	FEVC-00008623	EMITIDO	2022-04-27 07:49:08"
"M-22-03-012	Cancelado	1	AEROPUERTO DE PUERTO MALDONADO	OBRA PUBLICA	MTC	NO	P-0055-22-0463-00001	P-0055-22-0463-00001-001	9404073777	OC ANULADA			COMFICA	MTC	Oficio 1161-2022-MTC_19.03.pdf  - CORREO DE R	14/03/2022/			"
"M-22-03-013	Certificado	1	PROYECTO ALAMEDA-CHORRILLOS	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0678-00004	P-0055-21-0678-00004-001	9404052791	OC CERTIFICADA	211.47	5036181628	DOMINION	MUNICIPALIDAD DISTRITAL DE CHORRILLOS	N° 086 · 2022/MDCH -GDU	14/03/2022/			2022-03-28 16:37:12"
"M-22-03-014	Certificado	4	AV. REVOLUCIÓN	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0411-00001	P-0055-22-0411-00001-001	9404068022	OC CERTIFICADA	82562.47	5036399886	COBRA	MUNICIPALIDAD METROPOLITANA DE LIMA - GRLM	CARTA 163-2022-MML-PGRLM-SR1	17/03/2022/			2022-05-23 17:15:16"
"M-22-03-015	Certificado	1	PROYECTO PARROQUIA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0412-00001	P-0055-22-0412-00001-001	9404073796	OC CERTIFICADA	339.77	5036181314	COBRA	INVERMET	CARTA-000026-2022- INVERMET - GP.pdf	23/03/2022/			2022-04-11 12:19:50"
"M-22-03-016	Cancelado	1	PRUEBA_24.03	OBRA PUBLICA	MTC	NO				SIN SOLICITUD OC	10000.00		COBRA	PRUEBA_24.03	111111	24/03/2022/			"
"M-22-03-017	Certificado	1	CERRO SAN COSME	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0477-00001	P-0055-22-0477-00001-001	9404110828	OC CERTIFICADA	1976.88	5036181814	LARI	SEDAPAL - CONSORCIO CONSULTOR SAN COSME	Carta 073-2022-CCSC - Solicitud de gestión pr	28/03/2022/			2022-04-27 18:17:18"
"M-22-03-018	Certificado	1	VIZCARDO Y GUZMAN - OP20-2022	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0478-00001	P-0055-22-0478-00001-001	9404110832	OC CERTIFICADA	72.40	5036181974	LARI	CONSORCIO SAN PABLO - MUNI LA VICTORIA	CARTA N° 18 CJP DEL 23 DE MARZO DEL 2022 	28/03/2022/			2022-04-27 18:15:52"
"M-22-03-019	Cancelado	1	OBRA 01 - PUENTES DEL NORTE - PUENTE COCO	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0558-00001	P-0055-22-0558-00001-001	9404112549	OC ANULADA			LITEYCA	PROVIAS NACIONAL	OFICIO N 4103-2022 PROVIAS NACIONAL.pdf	28/03/2022/			"
"M-22-03-020	Cancelado	1	OBRA 01 - PUENTES DEL NORTE - PUENTE AMAZONAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0480-00001	P-0055-22-0480-00001-001	9404110825	OC ANULADA			LITEYCA	PROVIAS NACIONAL	OFICIO N 4103-2022 PROVIAS NACIONAL.pdf	28/03/2022/			"
"M-22-03-021	Cancelado	1	OBRA 01 - PUENTES DEL NORTE - PUENTE PEROLES	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0559-00001	P-0055-22-0559-00001-001	9404112589	OC ANULADA			LITEYCA	PROVIAS NACIONAL	OFICIO N 4103-2022 - PROVIAS NACIONAL.pdf	28/03/2022/			"
"M-22-03-022	Certificado	3	OBRA 01 - PUENTES DEL NORTE - PUENTE LOS POZOS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0560-00001	P-0055-22-0560-00001-001	9404112610	OC CERTIFICADA	15019.99	5036448335	LITEYCA	PROVIAS NACIONAL	OFICIO N 4103-2022 PROVIAS NACIONAL.pdf	28/03/2022/	FEVC-0008654	EMITIDO	2022-05-18 18:32:45"
"M-22-04-011	Certificado	1	POSTE AV. ARGENTINA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0527-00001	P-0055-22-0527-00001-001	9404110786	OC CERTIFICADA	3486.07	5036181402	COBRA	INVERMET	CARTA-000712-2022-GP.pdf	01/04/2022/			2022-04-27 18:35:01"
"M-22-04-012	Certificado	4	PROYECTO QUEBRADA DE LEÓN-TRUJILLO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0538-00001	P-0055-22-0538-00001-001	9404110822	OC CERTIFICADA	14512.49	5036470075	COBRA	BESALCO STRACOM	400114-CBS-DP-ADC-CAR-0301	06/04/2022/	FEVC-00008764	EMITIDO	2022-06-20 10:19:07"
"M-22-04-013	Certificado	9	VIA EXPRESA SANTA ROSA CALLAO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0546-00001	P-0055-22-0546-00001-001	9404110813	OC CERTIFICADA	156913.46	5037246833	COBRA	CONSORCIO SANTA ROSA AIRTIFICIAL TYPSA	VESR-F2-COL-EDI-GEN-CAR-00174 -A.pdf	07/04/2022/			2022-08-25 15:38:24"
"M-22-04-014	Certificado	2	PUENTE LURIN	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0545-00001	P-0055-22-0545-00001-001	9404110766	OC CERTIFICADA	39088.98	5036399946	DOMINION	EMAPE	CARTA-000615-2022-GESO.PDF	08/04/2022/			2022-05-23 17:16:13"
"M-22-04-015	Certificado	4	CARRETERA HUALLANCA-CARAZ	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0552-00001	P-0055-22-0552-00001-001	9404110826	OC CERTIFICADA	10595.77	5036991379	LITEYCA	PROVIAS NACIONAL	Oficio N° 20 2022- MTC-20.11.pdf	08/04/2022/			2022-08-17 10:22:41"
"M-22-04-016	Certificado	1	ALAMEDA DE LA CULTURA-PUERTO MALDONADO	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-22-0550-00001	P-0055-22-0550-00001-001	9404112039	OC CERTIFICADA	6463.94	5036470073	COMFICA	GOBIERNO REGIONALDE MADRE DE DIOS	CARTA 08 -2022-GOREMAD-GDI-SGO.pdf	08/04/2022/			2022-06-20 10:16:21"
"M-22-04-017	Certificado	14	ACT - OBRA DEFINITIVA - TRAMO II VARIANTE UCHUMAYO-AREQUIPA	OBRA PUBLICA	MTC	NO	P-0055-22-0551-00001	P-0055-22-0551-00001-001	9404117565	OC CERTIFICADA	14690.31	5036470071	DOMINION	GOBIERNO REGIONAL DE AREQUIPA	OFICIO 221-2021-GRA-SGEPI.pdf	11/04/2022/			2022-05-18 18:31:25"
"M-22-04-018	Certificado	1	AEROPUERTO DE CHICLAYO - MIGRACION SIN CAMBIO DE TECNOLOGIA 	OBRA PUBLICA	MTC	NO	P-0055-22-0551-00002	P-0055-22-0551-00002-001	9404112059	OC CERTIFICADA	18571.78	5036399945	COBRA	MTC	Oficio N 0931-2022-MTC-19.03- Con Anexos.pdf	11/04/2022/			2022-04-26 17:08:37"
"M-22-04-019	Cancelado	1	PUENTE CARRASQUILLO	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0557-00001	P-0055-22-0557-00001-001	9404112566	OC ANULADA			COBRA	PROVIAS NACIONAL	OFICIO N 4769-2022-MTC	12/04/2022/			"
"M-22-04-020	Certificado	5	CARRETERA DEPARTAMENTAL RUTA PI-100-TALARA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0568-00001	P-0055-22-0568-00001-001	9404122337	OC CERTIFICADA	51145.61	5036661793	LITEYCA	PATRICIA INES SALINAS RETO	Carta 25-2022	19/04/2022/			2022-06-27 18:08:42"
"M-22-04-021	Certificado	1	AV. FERROCARRIL-JULIACA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0564-00001	P-0055-22-0564-00001-001	9404124032	OC CERTIFICADA	248.66	5036448680	COMFICA	MUNICIPALIDAD PROVINCIAL DE JULIACA	CARTA 20 MPSR-J-GEIN-SGOP-SBHC-RO	19/04/2022/			2022-05-12 16:31:22"
"M-22-04-022	Certificado	2	CHIHUATA-SANTA LUCÍA-TRAMO I	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0565-00001	P-0055-22-0565-00001-001	9404122324	OC CERTIFICADA	159963.19	5037246835	DOMINION	URCI CONSULTORES	20220404 Solicitud reubicación interferencias	19/04/2022/			2022-08-23 17:15:08"
"M-22-04-023	Certificado	3	CHIHUATA-SANTA LUCÍA-TRAMO II	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0566-00001	P-0055-22-0566-00001-001	9404124040	OC CERTIFICADA	207329.09	5037246836	DOMINION	URCI CONSULTORES	20220404 Solicitud reubicación interferencias	19/04/2022/			2022-09-01 11:27:16"
"M-22-04-024	Certificado	2	CHIHUATA-SANTA LUCÍA-TRAMO III	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0567-00001	P-0055-22-0567-00001-001	9404124025	OC CERTIFICADA	103350.13	5037246831	DOMINION	URCI VONSULTORES	20220404 Solicitud reubicación interferencias	19/04/2022/			2022-09-12 11:23:08"
"M-22-04-025	Certificado	2	CHIHUATA-SANTA LUCÍA-TRAMO IV	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0568-00002	P-0055-22-0568-00002-001	9404142536	OC CERTIFICADA	132391.28	5037246832	DOMINION	URCI CONSULTORES	20220404 Solicitud reubicación interferencias	19/04/2022/			2022-09-12 11:22:22"
"M-22-04-026	Certificado	1	AEROPUERTO DE AYACUCHO	OBRA PUBLICA	MTC	NO	P-0055-22-0570-00001	P-0055-22-0570-00001-001	9404140656	OC CERTIFICADA	376.86	5036448722	LARI	MINISTERIO DE TRANSPORTES Y COMUNICACIONES	CORREO DE MIGUEL VALDIVIA	20/04/2022/			2022-06-08 14:48:31"
"M-22-04-027	Certificado	2	UNIVERSITARIA-PERIURBANA-ACT. & COMPLEMENTO	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0622-00001	P-0055-22-0622-00001-001	9404142537	OC CERTIFICADA	2177.36	5036448750	COBRA	INVERMET	CARTA-001351-2021- INVERMET - GP.pdf	29/04/2022/	FEVC-00008494	EMITIDO	2022-05-20 07:41:11"
"M-22-05-013	Certificado	1	REUBICACIÓN DE POSTES-PUEBLO NUEVO, CUTERVO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0623-00001	P-0055-22-0623-00001-001	9404142552	OC CERTIFICADA	1910.18	5036448681	COBRA	?CONSORCIO CUTERVO? ING. JULIO CÉSAR ACUÑA DÍAZ REPRESENTANTE COMÚN	Carta 027-2022_Telefónica del Perú	04/05/2022/			2022-06-08 14:47:57"
"M-22-05-014	Certificado	2	PARQUE JUSTINO RAMIREZ	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-22-0651-00001	P-0055-22-0651-00001-001	9404172421	OC CERTIFICADA	2896.52	5036661518	COBRA	GOBIERNO REGIONAL DE PIURA	Oficio-174-2022 - GRP - 440330.	05/05/2022/			2022-07-15 20:19:47"
"M-22-05-015	Certificado	1	PUENTE HUAYCOLORO	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0650-00001	P-0055-22-0650-00001-001	9404172387	OC CERTIFICADA	1948.36	5036661018	LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 094-2022- MML/PGRLM-SRI 	23/05/2022/			2022-07-11 12:59:44"
"M-22-05-016	Cancelado	1	CANCELADA	OBRA PUBLICA	MUNICIPALIDADES	NO				SIN SOLICITUD OC			LARI	INVERMET	CARTA-001471-2022- INVERMET - GP.	30/05/2022/			"
"M-22-05-017	Certificado	1	PARINACOCHAS - ADICIONAL CAMARAS	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0746-00001	P-0055-22-0746-00001-001	9404210553	OC CERTIFICADA	1840.77	5036617969	LARI	INVERMET	CARTA-001471-2022- INVERMET - GP.pdf	31/05/2022/	FEVC-00008550	EMITIDO	2022-07-02 07:48:57"
"M-22-06-030	Certificado	2	DEFENSAS RIBERENAS TUMBES - QUEBRADA CORRALES	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	P-0055-22-0715-00001	P-0055-22-0715-00001-001	9404198330	OC CERTIFICADA	3138.43	5036931186	LITEYCA	AUTORIDAD DE RECONSTRUCCION CON CAMBIOS	OFICIO 009-2022-ARCC-DE-DSI-VQM.pdf	01/06/2022/			2022-07-31 07:45:16"
"M-22-06-031	Cancelado	1	DEFENSAS RIBERENAS TUMBES - RÍO TUMBES	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	P-0055-22-0716-00001	P-0055-22-0716-00001-001	9404198276	OC ANULADA			LITEYCA	AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS	OFICIO 009-2022-ARCC-DE-DSI-VQM.pdf	00/00/0000/			"
"M-22-06-032	Certificado	1	ADICIONAL - OBRA PRIMERO DE OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0718-00001	P-0055-22-0718-00001-001	9404198324	OC CERTIFICADA	159.79	5036617957	COBRA	INVERMET	CORREO DE INVERMET A MIGUEL VALDIVIA	01/06/2022/			2022-06-27 18:03:27"
"M-22-06-033	Certificado	1	TRAMO 5 - IIRSA SUR - AREQUIPA - YURA - OBRAS PROVISIONALES + M-22-08-035	OBRA PUBLICA	MTC	NO	P-0055-22-0717-00001	P-0055-22-0717-00001-001	9404198288	OC CERTIFICADA	2907.88	5036988472	DOMINION	MTC	2941-2022-MTC_19.03_TELEFONICA.pdf	01/06/2022/			2022-08-17 10:20:11"
"M-22-06-034	Certificado	2	PUENTE JOSE PARDO Y RIO LACRAMARCA	OBRA PUBLICA	PROYECTOS ESPECIALES MTC	NO	P-0055-22-0747-00001	P-0055-22-0747-00001-001	9404210571	OC CERTIFICADA	28561.79	5036944901	LITEYCA	AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS	CARTA N°00138-2022-ARCC-DE-DSI[R]	01/06/2022/			2022-07-12 14:36:48"
"M-22-06-035	Certificado	1	OBRA MARIA TOLEDO - CONCEPCIÓN	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0748-00001	P-0055-22-0748-00001-001	9404210532	OC CERTIFICADA	734.27	5036661570	DOMINION	MUNICIPALIDAD PROVINCIAAL DE CONCEPCION	OFICIO N°245-2022-A-MPC.	01/06/2022/			2022-07-14 10:45:07"
"M-22-06-036	Certificado	2	AV. REVOLUCION 2 - TRAMO AV. TUPAC AMARU Y AV. JULIO C. TELLO - COMAS - COLLIQUE 03	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0744-00001	P-0055-22-0744-00001-001	9404204830	OC CERTIFICADA	20747.01	5036661795	COBRA	MML - PGRLM	CARTA 163 - SRI.	06/06/2022/	FEVC-00008483  FEVC-00008484	EMITIDO	2022-07-05 14:43:01"
"M-22-06-037	Certificado	1	OBRAS Jr. Tarma - Tramo Av. Guzman Blanco y Jr. Washington - Cercado de Lima  -  Alcantarillado - Estación Central E13	OBRA PUBLICA	ATU	NO	P-0055-22-0745-00001	P-0055-22-0745-00001-001	9404204813	OC CERTIFICADA	98071.22	5036661791	COBRA	ATU - SEDAPAL  - H&M	CARTA N° 01 SST.HM-ME-G.	06/06/2022/			2022-07-05 14:42:39"
"M-22-06-038	Cancelado	1	OBRA ADICIONAL - VIA EXPRESA CUSCO	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-22-0859-00001	P-0055-22-0859-00001-001	9404268051	OC ANULADA			COMFICA	COPESCO	SIN CARTA - REGISTRADO EN EL COMPARTIDO 	07/06/2022/			"
"M-22-06-039	Certificado	1	AV. JORGE CHAVEZ-PAITA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0756-00001	P-0055-22-0756-00001-001	9404204738	OC CERTIFICADA	2609.35	5036931088	COBRA	CONSORCIO LAS MERCEDES	CARTA N° 028-2022/CLM	10/06/2022/			2022-07-31 07:41:00"
"M-22-06-040	Certificado	1	LAGO YARINACOCHA - PUCALLPA - UCAYALI	OBRA PUBLICA	COPESCO	NO	P-0055-22-0758-00001	P-0055-22-0758-00001-001	9404222974	OC CERTIFICADA	15308.31	5037016732	LARI	COPESCO	OFICIO N°0256 - 2022 - MINCETUR_DM_COPESCO-DE	10/06/2022/			2022-08-11 13:36:53"
"M-22-06-041	Certificado	2	OBRA JOSE PARDO - ATAHUALPA - MIRAFLORES	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0759-00001	P-0055-22-0759-00001-001	9404222990	OC CERTIFICADA	6950.26	5036944939	COBRA	FMT INGENIEROS	CARTA FMT-ING-0323-21 - SOLICITUD DE SOTERRAM	10/06/2022/	FEVC-00008784	EMITIDO	2022-08-08 15:08:57"
"M-22-06-042	Certificado	1	OBRA VILLA LOS ANGELES	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0781-00001	P-0055-22-0781-00001-001	9404230447	OC CERTIFICADA	869.14	5037013620	DOMINION	MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO	CARTA 001-2022-EAUH-RO-SOP-GIP-GM-MPMN	13/06/2022/			2022-08-19 12:48:30"
"M-22-06-043	Cancelado	1	LEONCIO PRADO: HUANCAVELICA-LOS INCAS	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0800-00001	P-0055-22-0800-00001-001	9404262160	OC ANULADA			LARI	CONSORCIO ENCORNS	CARTA 138-2022-C-ERCONS - GG-AYA.	23/06/2022/			"
"M-22-06-044	Cancelado	1	AEROPUERTO JULIACA	OBRA PUBLICA	MTC	NO	P-0055-22-0801-00001	P-0055-22-0801-00001-001	9404262135	OC ANULADA			COMFICA	MTC	Oficio 1162-2022-MTC_19.03	23/06/2022/			"
"M-22-07-021	Certificado	1	OBRA 24 DE JUNIO HUANTA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-22-0797-00001	P-0055-22-0797-00001-001	9404268024	OC CERTIFICADA	1464.94	5037245239	LARI	MUNICIPALIDAD PROVINCIAL DE HUANTA	CARTA 076-2022 MPH-GM 15-06-2022.pdf	06/07/2022/			2022-08-25 15:33:58"
"M-22-07-022	Certificado	1	INTERCAMBIO VIAL BICENTENARIO - SIN PUENTE JESUS.	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0798-00001	P-0055-22-0798-00001-001	9404268054	OC CERTIFICADA	20193.47	5037016782	DOMINION	CONSORCIO AREQUIPA MODERNA - MUNICIPALIDAD PROVINCIAL DE AREQUIPA	CARTA_N°_013-2022-_C_A_MRQL	07/07/2022/			2022-08-17 10:19:44"
"M-22-07-023	Certificado	12	PUENTES POR REEMPLAZO CENTRO SUR - OBRA 3	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0799-00001	P-0055-22-0799-00001-001	9404268022	OC CERTIFICADA	95527.75	5037246879	DOMINION	CONSORCIO PUENTES PARA EL PERU	Carta - PO 292 - 002 - 2022 - CPP - TdP.	07/07/2022/		EMITIDO	2022-09-01 11:26:35"
"M-22-07-024	Certificado	1	BAJAR NIVEL DE CAMARA - CHIMPU OCLLO	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0858-00001	P-0055-22-0858-00001-001	9404268011	OC CERTIFICADA	458.71	5036931699	COBRA	EMAPE	CARTA-000117-2022-GG	11/07/2022/	FEVC-00008564	EMITIDO	2022-08-04 15:50:36"
"M-22-07-025	Certificado	1	AEROPUERTO DE TACNA	OBRA PUBLICA	MTC	NO	P-0055-22-0860-00001	P-0055-22-0860-00001-001	9404268062	OC CERTIFICADA	8263.29	5037246838	DOMINION	MTC - INTERFERENCIAS 	Oficio 1160-2022-MTC_19.03	11/07/2022/			2022-09-14 11:30:26"
"M-22-07-026	Certificado	1	RETIRO DE RETENIDA EN UN POSTE -  BELISARIO SOSA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0857-00001	P-0055-22-0857-00001-001	9404268021	OC CERTIFICADA	222.67	5036931545	COBRA	INVERMET	CARTA-001840-2022-GP 30.06.22.	08/07/2022/			2022-08-04 15:06:37"
