"ITEMPLAN MADRE	NOMBRE	PROYECTO	SUB PROYECTO	PRIORIDAD	SOLICITUD	TIPO SOLICITUD	PEP	MONTO	ESTADO SOLICITUD	FECHA CREACION	FECHA VALIDACION	ESTADO FIRMA	ORDEN DE COMPRA	#CERTI.	EECC	ENCARGADO	NUMERO DE CARTA	FECHA DE RECEPCION	ESTADO ITEM MADRE"
"M-20-09-011	REUBICACION TDP FUNDO LA TEJADA PARQUE 3 CERRO COLORADO AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00029	CREACION OC	P-0055-20-0114-00005	517.41	ATENDIDO	2020-12-10 18:37:51	2020-12-14 10:45:18		9403349610		EZENTIS	FILA CONTRATISTAS GENERALES	CARTA 18-2020 DEL 26 DE AGOSTO DEL 2020 sIN S	2020/09/28	Certificado"
"M-20-09-011	REUBICACION TDP FUNDO LA TEJADA PARQUE 3 CERRO COLORADO AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00068	CERTIFICACION OC	P-0055-20-0114-00005	517.41	ATENDIDO	2020-12-17 09:56:25	2020-12-18 01:11:06	ATENDIDO GERENTE	9403349610	5031130387	EZENTIS	FILA CONTRATISTAS GENERALES	CARTA 18-2020 DEL 26 DE AGOSTO DEL 2020 sIN S	2020/09/28	Certificado"
"M-20-09-010	AV. MANUEL DEL VALLE & AV. VICTOR MALASQUEZ. PACHACAMAC 	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2020-09-00020	CREACION OC	P-0055-20-0114-00005	1,500.00	ATENDIDO	2020-09-27 10:36:35	2020-09-30 16:38:10		9403238624		LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	OFICIO 53-2018 MML-PGRLM-SRI	2020/09/23	Cancelado"
"M-20-09-010	AV. MANUEL DEL VALLE & AV. VICTOR MALASQUEZ. PACHACAMAC 	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2021-02-00021	ANULACION POS. OC	P-0055-20-0114-00005	1,500.00	ATENDIDO	2021-02-15 10:47:32	2021-02-17 00:14:13		9403238624		LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	OFICIO 53-2018 MML-PGRLM-SRI	2020/09/23	Cancelado"
"M-20-09-009	REUBICACIÓN RED FO RED VIAL N°5 OBRAS COMPLEMENTARIAS GRUPO 1 ABASTECIMIENTO MATERIAL- HUACHO	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-09-00019	CREACION OC	P-0055-20-0114-00005	5,000.00	ATENDIDO	2020-09-27 08:28:32	2020-09-30 16:40:55		9403238589		LARI	PROVIAS MTC	CORREO DE ALONSO DEL 16 DE SEPTIEMBRE DEL 202	2020/09/16	Cancelado"
"M-20-09-009	REUBICACIÓN RED FO RED VIAL N°5 OBRAS COMPLEMENTARIAS GRUPO 1 ABASTECIMIENTO MATERIAL- HUACHO	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-11-00009	ANULACION POS. OC	P-0055-20-0114-00005	5,000.00	ATENDIDO	2020-11-05 15:23:04	2021-01-11 18:56:46		9403238589		LARI	PROVIAS MTC	CORREO DE ALONSO DEL 16 DE SEPTIEMBRE DEL 202	2020/09/16	Cancelado"
"M-20-09-008	PESAJE Y PEAJE ICA. REUBICACION TDP DESDE KM 271 -160 mts  HASTA EL KM 275-980 mts CONVENIO N 11-2019 -  147 Y 148  - 2018	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-10-00006	CREACION OC	P-0055-20-0114-00005	20,000.00	ATENDIDO	2020-10-15 13:34:02	2020-10-19 19:47:18		9403266156		DOMINION	PROVIAS MTC	convenio 0011-2019	2020/09/04	Certificado"
"M-20-09-008	PESAJE Y PEAJE ICA. REUBICACION TDP DESDE KM 271 -160 mts  HASTA EL KM 275-980 mts CONVENIO N 11-2019 -  147 Y 148  - 2018	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-11-00031	ANULACION POS. OC	P-0055-20-0114-00005	20,000.00	ATENDIDO	2020-11-09 11:34:18	2020-11-11 19:22:50		9403266156		DOMINION	PROVIAS MTC	convenio 0011-2019	2020/09/04	Certificado"
"M-20-09-008	PESAJE Y PEAJE ICA. REUBICACION TDP DESDE KM 271 -160 mts  HASTA EL KM 275-980 mts CONVENIO N 11-2019 -  147 Y 148  - 2018	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-12-00074	CREACION OC	P-0055-20-0114-00005	2,000.00	ATENDIDO	2020-12-23 12:50:44	2021-01-08 09:39:20		9403373584		DOMINION	PROVIAS MTC	convenio 0011-2019	2020/09/04	Certificado"
"M-20-09-008	PESAJE Y PEAJE ICA. REUBICACION TDP DESDE KM 271 -160 mts  HASTA EL KM 275-980 mts CONVENIO N 11-2019 -  147 Y 148  - 2018	OBRA PUBLICA	PROVIAS MTC	NO	OP-2021-07-00056	EDICION OC	P-0055-20-0114-00005	18,088.52	ATENDIDO	2021-07-19 18:35:13	2021-07-20 09:26:55		9403373584		DOMINION	PROVIAS MTC	convenio 0011-2019	2020/09/04	Certificado"
"M-20-09-008	PESAJE Y PEAJE ICA. REUBICACION TDP DESDE KM 271 -160 mts  HASTA EL KM 275-980 mts CONVENIO N 11-2019 -  147 Y 148  - 2018	OBRA PUBLICA	PROVIAS MTC	NO	OP-2021-07-00057	CERTIFICACION OC	P-0055-20-0114-00005	18,088.52	ATENDIDO	2021-08-23 09:32:10	2021-09-08 01:25:50	ATENDIDO GERENTE	9403373584	5033449752	DOMINION	PROVIAS MTC	convenio 0011-2019	2020/09/04	Certificado"
"M-20-09-007	Reubicacion TDP  Segunda Calzada de la Carretera Puno ? Juliaca CONVENIO 35-2016	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-09-00006	CREACION OC	P-0055-20-0114-00005	1,000.00	ATENDIDO	2020-09-11 11:59:14	2020-09-14 14:59:35		9403208176		EZENTIS	PROVIAS MTC	CONVENIO 035-2016 	2020/09/11	Certificado"
"M-20-09-007	Reubicacion TDP  Segunda Calzada de la Carretera Puno ? Juliaca CONVENIO 35-2016	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-11-00093	EDICION OC	P-0055-20-0114-00005	1,763.70	ATENDIDO	2020-11-24 15:11:29	2021-01-07 11:51:23		9403208176		EZENTIS	PROVIAS MTC	CONVENIO 035-2016 	2020/09/11	Certificado"
"M-20-09-007	Reubicacion TDP  Segunda Calzada de la Carretera Puno ? Juliaca CONVENIO 35-2016	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-11-00094	CERTIFICACION OC	P-0055-20-0114-00005	1,763.70	ATENDIDO	2020-11-24 15:11:29	2021-02-11 00:51:36	ATENDIDO GERENTE	9403208176	5031644473	EZENTIS	PROVIAS MTC	CONVENIO 035-2016 	2020/09/11	Certificado"
"M-20-09-006	REUBICACION DEFINITIVA DEL PUENTE PAVLETICH	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2020-09-00007	CREACION OC	P-0055-20-0188-00009	18,000.00	ATENDIDO	2020-09-12 08:34:16	2020-09-14 14:57:14		9403208155		LARI	CONSORCIO INGENIERIA DIAMANTE	CONVENIO JUBERS - SIN NUMERO 	2020/09/09	Cerrado"
"M-20-09-006	REUBICACION DEFINITIVA DEL PUENTE PAVLETICH	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2020-11-00025	ANULACION POS. OC	P-0055-20-0188-00009	18,000.00	ATENDIDO	2020-11-09 11:33:32	2020-11-11 19:22:43		9403208155		LARI	CONSORCIO INGENIERIA DIAMANTE	CONVENIO JUBERS - SIN NUMERO 	2020/09/09	Cerrado"
"M-20-09-005	DEFINITIVO INTERCAMBIO VIAL PARACAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-09-00012	EDICION OC	P-0055-20-0114-00004	7,122.00	ATENDIDO	2020-09-16 18:10:29	2020-09-17 17:44:57		9403208192		DOMINION	PROVIAS MTC	OFICIO 004-2019 MTC	2020/09/09	Cerrado"
"M-20-09-005	DEFINITIVO INTERCAMBIO VIAL PARACAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-11-00022	ANULACION POS. OC	P-0055-20-0681-00002	5,300.00	ATENDIDO	2020-11-09 11:33:07	2020-11-11 19:22:37		9403208192		DOMINION	PROVIAS MTC	OFICIO 004-2019 MTC	2020/09/09	Cerrado"
"M-20-09-005	DEFINITIVO INTERCAMBIO VIAL PARACAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-12-00028	CREACION OC	P-0055-20-0114-00005	7,122.00	ATENDIDO	2020-12-10 18:37:51	2020-12-14 10:47:29		9403349547		DOMINION	PROVIAS MTC	OFICIO 004-2019 MTC	2020/09/09	Cerrado"
"M-20-09-005	DEFINITIVO INTERCAMBIO VIAL PARACAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-12-00044	ANULACION POS. OC	P-0055-20-0114-00005	7,122.00	ATENDIDO	2020-12-14 15:17:22	2021-01-11 18:56:38		9403349547		DOMINION	PROVIAS MTC	OFICIO 004-2019 MTC	2020/09/09	Cerrado"
"M-20-09-004	REUBICACION DE TDP EN AV. ZARUMILLA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-11-00024	ANULACION POS. OC	P-0055-20-0188-00009	2,000.00	ATENDIDO	2020-11-09 11:33:24	2020-11-11 19:22:30		9403208191		EZENTIS	LIMAEXPRESA-GENERAL  PROYECTO LINEA AMARILLA	CARTA LIMAEXPRESA GENERAL 228-2020 203302 DEL	2020/09/09	Certificado"
"M-20-09-004	REUBICACION DE TDP EN AV. ZARUMILLA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00027	CREACION OC	P-0055-20-0114-00005	9,129.64	ATENDIDO	2020-12-10 18:37:51	2020-12-14 10:50:06		9403349565		EZENTIS	LIMAEXPRESA-GENERAL  PROYECTO LINEA AMARILLA	CARTA LIMAEXPRESA GENERAL 228-2020 203302 DEL	2020/09/09	Certificado"
"M-20-09-004	REUBICACION DE TDP EN AV. ZARUMILLA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00067	CERTIFICACION OC	P-0055-20-0114-00005	9,129.64	ATENDIDO	2020-12-17 09:56:25	2020-12-18 01:11:23	ATENDIDO GERENTE	9403349565	5031141619	EZENTIS	LIMAEXPRESA-GENERAL  PROYECTO LINEA AMARILLA	CARTA LIMAEXPRESA GENERAL 228-2020 203302 DEL	2020/09/09	Certificado"
"M-20-09-003	REUBICACION DE POSTES ICA TRAMO CARRETERA IC 114 -KM 292 AL KM 299	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	OP-2020-11-00035	ANULACION POS. OC	P-0055-20-0114-00005	2,000.00	ATENDIDO	2020-11-09 11:34:46	2020-11-11 17:13:06		9403208156		DOMINION	GOBIERNO REGIONAL DE ICA	OFICIO N° 146-2020-GORE-ICA-GRINF	2020/09/09	Certificado"
"M-20-09-003	REUBICACION DE POSTES ICA TRAMO CARRETERA IC 114 -KM 292 AL KM 299	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	OP-2020-12-00001	CREACION OC	P-0055-20-0114-00005	3,351.44	ATENDIDO	2020-12-01 12:42:15	2020-12-11 12:30:44		9403334804		DOMINION	GOBIERNO REGIONAL DE ICA	OFICIO N° 146-2020-GORE-ICA-GRINF	2020/09/09	Certificado"
"M-20-09-003	REUBICACION DE POSTES ICA TRAMO CARRETERA IC 114 -KM 292 AL KM 299	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	OP-2020-12-00010	CERTIFICACION OC	P-0055-20-0114-00005	3,351.46	ATENDIDO	2020-12-07 12:43:53	2020-12-18 01:09:08	ATENDIDO GERENTE	9403334804	5031027773	DOMINION	GOBIERNO REGIONAL DE ICA	OFICIO N° 146-2020-GORE-ICA-GRINF	2020/09/09	Certificado"
"M-20-09-002	PAGO DE PENDIENTES A COMFICA POR PREPARACION DE RESPUESTAS DE INTERFERENCIAS VARIAS DISPUESTAS POR EJECUCION PERIODO ENERO MARZO 2020 	OBRA PUBLICA	INTERFERENCIAS	SI	OP-2020-09-00001	CREACION OC	P-0055-20-0114-00005	100.00	ATENDIDO	2020-09-08 13:24:41	2020-09-14 15:08:54		9403208185		COMFICA	VARIOS	CORREOS ALONSO CORNELIO Y M vALDIVIA	2020/09/08	Cancelado"
"M-20-09-002	PAGO DE PENDIENTES A COMFICA POR PREPARACION DE RESPUESTAS DE INTERFERENCIAS VARIAS DISPUESTAS POR EJECUCION PERIODO ENERO MARZO 2020 	OBRA PUBLICA	INTERFERENCIAS	SI	OP-2020-11-00010	ANULACION POS. OC	P-0055-20-0114-00005	100.00	ATENDIDO	2020-11-05 18:25:38	2021-01-11 18:56:54		9403208185		COMFICA	VARIOS	CORREOS ALONSO CORNELIO Y M vALDIVIA	2020/09/08	Cancelado"
"M-20-09-001	REUBICACIÓN DE RED TDP EN CRUCE DE LA ESTACIÓN 19 SAN JUAN DE DIOS	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-11-00036	ANULACION POS. OC	P-0055-20-0114-00005	60,000.00	ATENDIDO	2020-11-09 11:34:53	2020-11-11 17:10:46		9403229494		EZENTIS	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-000658-20 DEL 10 DE AGOSTO DEL 2020	2020/09/03	Certificado"
"M-20-09-001	REUBICACIÓN DE RED TDP EN CRUCE DE LA ESTACIÓN 19 SAN JUAN DE DIOS	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00026	CREACION OC	P-0055-20-0114-00005	1,094.67	ATENDIDO	2020-12-10 18:37:50	2020-12-14 10:51:43		9403349549		EZENTIS	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-000658-20 DEL 10 DE AGOSTO DEL 2020	2020/09/03	Certificado"
"M-20-09-001	REUBICACIÓN DE RED TDP EN CRUCE DE LA ESTACIÓN 19 SAN JUAN DE DIOS	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00066	CERTIFICACION OC	P-0055-20-0114-00005	1,094.67	ATENDIDO	2020-12-17 09:56:25	2020-12-18 01:11:39	ATENDIDO GERENTE	9403349549	5031130472	EZENTIS	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-000658-20 DEL 10 DE AGOSTO DEL 2020	2020/09/03	Certificado"
"M-20-09-000	TRAMO LAMBAYEQUE -  PIURA SECTORES 1 - 2 - 3	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-09-00009	CREACION OC	P-0055-20-0681-00002	137,536.59	ATENDIDO	2020-09-12 08:35:29	2020-09-14 14:50:47		9403208146		COBRA	PROVIAS MTC	OFICIO 19027-2020-MTC 20 22 4	2020/09/02	Certificado"
"M-20-09-000	TRAMO LAMBAYEQUE -  PIURA SECTORES 1 - 2 - 3	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-12-00047	EDICION OC	P-0055-20-0681-00002	137,536.59	ATENDIDO	2020-12-14 17:56:55	2020-12-16 11:27:54		9403208146		COBRA	PROVIAS MTC	OFICIO 19027-2020-MTC 20 22 4	2020/09/02	Certificado"
"M-20-09-000	TRAMO LAMBAYEQUE -  PIURA SECTORES 1 - 2 - 3	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-12-00048	CERTIFICACION OC	P-0055-20-0681-00002	137,536.59	ATENDIDO	2020-12-14 18:01:29	2021-03-15 17:07:55	ATENDIDO GERENTE	9403208146	5031160883	COBRA	PROVIAS MTC	OFICIO 19027-2020-MTC 20 22 4	2020/09/02	Certificado"
"M-20-08-020	PUENTE VIRU	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-08-00019	CREACION OC	P-0055-20-0681-00002	55,700.00	CANCELADO	2020-08-28 12:16:40					COBRA	PROVIAS NACIONAL	OFICIO N° 28594-2019-MTC/20.22.4	2019/08/26	Cancelado"
"M-20-08-018	REUB TDP AV. MARIANO CORNEJO 1436 PUEBLO LIBRE - INMOBILIARIA ALCANFORES	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-11-00023	ANULACION POS. OC	P-0055-20-0188-00009	1,170.00	ATENDIDO	2020-11-09 11:33:13	2020-11-11 19:22:00		9403181049		COBRA	INMOBILIARIA ALCANFORES	SIN MUMERO DEL 05D E FEBRERO DEL 2020 CONVENI	2020/08/22	Certificado"
"M-20-08-018	REUB TDP AV. MARIANO CORNEJO 1436 PUEBLO LIBRE - INMOBILIARIA ALCANFORES	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00025	CREACION OC	P-0055-20-0114-00005	161.99	ATENDIDO	2020-12-10 18:37:50	2020-12-14 10:53:35		9403349603		COBRA	INMOBILIARIA ALCANFORES	SIN MUMERO DEL 05D E FEBRERO DEL 2020 CONVENI	2020/08/22	Certificado"
"M-20-08-018	REUB TDP AV. MARIANO CORNEJO 1436 PUEBLO LIBRE - INMOBILIARIA ALCANFORES	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00065	CERTIFICACION OC	P-0055-20-0114-00005	161.99	ATENDIDO	2020-12-17 09:56:25	2020-12-18 01:12:11	ATENDIDO GERENTE	9403349603	5031130549	COBRA	INMOBILIARIA ALCANFORES	SIN MUMERO DEL 05D E FEBRERO DEL 2020 CONVENI	2020/08/22	Certificado"
"M-20-08-017	PARADERO PN KM 15+200 	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2020-11-00038	ANULACION POS. OC	P-0055-20-0114-00005	2,330.00	ATENDIDO	2020-11-09 11:35:07	2020-11-11 17:07:03		9403177342		EZENTIS	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 389-2020-MML-GPIP	2020/08/31	Certificado"
"M-20-08-017	PARADERO PN KM 15+200 	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2020-12-00024	CREACION OC	P-0055-20-0114-00005	28,910.36	ATENDIDO	2020-12-10 18:37:50	2020-12-14 10:55:41		9403349612		EZENTIS	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 389-2020-MML-GPIP	2020/08/31	Certificado"
"M-20-08-017	PARADERO PN KM 15+200 	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2020-12-00064	CERTIFICACION OC	P-0055-20-0114-00005	28,910.36	ATENDIDO	2020-12-17 09:56:25	2020-12-18 01:11:55	ATENDIDO GERENTE	9403349612	5031141584	EZENTIS	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 389-2020-MML-GPIP	2020/08/31	Certificado"
"M-20-08-017	PARADERO PN KM 15+200 	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2021-04-00005	EDICION OC	P-0055-20-0114-00005	28,910.36	ATENDIDO	2021-04-14 11:18:34	2021-04-16 13:47:34		9403349612		EZENTIS	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 389-2020-MML-GPIP	2020/08/31	Certificado"
"M-20-08-017	PARADERO PN KM 15+200 	OBRA PUBLICA	MUNICIPALIDADES	SI	OP-2021-04-00006	CERTIFICACION OC	P-0055-20-0114-00005	28,910.36	CANCELADO	2021-04-14 11:18:34			9403349612		EZENTIS	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 389-2020-MML-GPIP	2020/08/31	Certificado"
"M-20-08-016	DEFINITIVO ADOSADO DE FO A PUENTE  FORTALEZA AUNOR  	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-09-00002	EDICION OC	P-0055-20-0114-00005	1,876.56	ATENDIDO	2020-09-09 13:44:21	2020-09-17 17:46:43		9403177343		LARI	AUNOR	AN-GG-C-18-1006 DEL 26 DE NOVIEMRBE DEL 2018	2020/08/31	Certificado"
"M-20-08-016	DEFINITIVO ADOSADO DE FO A PUENTE  FORTALEZA AUNOR  	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-11-00039	ANULACION POS. OC	P-0055-20-0114-00005	1,842.38	ATENDIDO	2020-11-09 11:35:13	2020-11-11 16:21:31		9403177343		LARI	AUNOR	AN-GG-C-18-1006 DEL 26 DE NOVIEMRBE DEL 2018	2020/08/31	Certificado"
"M-20-08-016	DEFINITIVO ADOSADO DE FO A PUENTE  FORTALEZA AUNOR  	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00023	CREACION OC	P-0055-20-0114-00005	1,876.56	ATENDIDO	2020-12-10 18:37:18	2020-12-14 10:37:58		9403349613		LARI	AUNOR	AN-GG-C-18-1006 DEL 26 DE NOVIEMRBE DEL 2018	2020/08/31	Certificado"
"M-20-08-016	DEFINITIVO ADOSADO DE FO A PUENTE  FORTALEZA AUNOR  	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-12-00063	CERTIFICACION OC	P-0055-20-0114-00005	1,876.56	ATENDIDO	2020-12-17 09:56:25	2020-12-18 01:12:31	ATENDIDO GERENTE	9403349613	5031130138	LARI	AUNOR	AN-GG-C-18-1006 DEL 26 DE NOVIEMRBE DEL 2018	2020/08/31	Certificado"
"M-20-08-015	 CONVENIO 042-2016 MTC - REUBICACION RED TRAMO MATARANI - EL ARENAL - PUNTA DE BOMBON	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-11-00037	ANULACION POS. OC	P-0055-20-0114-00005	5,000.00	ATENDIDO	2020-11-09 11:35:00	2020-11-11 17:09:51		9403177308		EZENTIS	PROVIAS MTC	CONVENIO 042-2016-MTC-20	0000/00/00	Cerrado"
"M-20-08-015	 CONVENIO 042-2016 MTC - REUBICACION RED TRAMO MATARANI - EL ARENAL - PUNTA DE BOMBON	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-12-00008	CREACION OC	P-0055-20-0188-00010	693.03	ATENDIDO	2020-12-02 18:28:48	2020-12-04 00:15:52		9403338158		EZENTIS	PROVIAS MTC	CONVENIO 042-2016-MTC-20	0000/00/00	Cerrado"
"M-20-08-015	 CONVENIO 042-2016 MTC - REUBICACION RED TRAMO MATARANI - EL ARENAL - PUNTA DE BOMBON	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-12-00016	CERTIFICACION OC	P-0055-20-0188-00010	693.03	CANCELADO	2020-12-09 13:23:48	2020-12-14 15:02:13		9403338158		EZENTIS	PROVIAS MTC	CONVENIO 042-2016-MTC-20	0000/00/00	Cerrado"
"M-20-08-015	 CONVENIO 042-2016 MTC - REUBICACION RED TRAMO MATARANI - EL ARENAL - PUNTA DE BOMBON	OBRA PUBLICA	PROVIAS MTC	NO	OP-2020-12-00045	ANULACION POS. OC	P-0055-20-0188-00010	693.03	ATENDIDO	2020-12-14 15:22:11	2021-01-11 18:56:31		9403338158		EZENTIS	PROVIAS MTC	CONVENIO 042-2016-MTC-20	0000/00/00	Cerrado"
"M-20-08-014	OVALO DE ACCESO A CASCAS EN SECTOR CHICLIN - DISTRITO DE CHICAMA -- ASCOPE 	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-11-00034	ANULACION POS. OC	P-0055-20-0114-00005	30,000.00	ATENDIDO	2020-11-09 11:34:38	2020-11-11 19:21:40		9403242656		COBRA	PROVIAS MTC	OF 36735-2019 MTC OVALO ACCESO A CASCAS	2020/08/31	Certificado"
"M-20-08-014	OVALO DE ACCESO A CASCAS EN SECTOR CHICLIN - DISTRITO DE CHICAMA -- ASCOPE 	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-12-00007	CREACION OC	P-0055-20-0188-00010	7,116.76	ATENDIDO	2020-12-01 12:46:46	2020-12-11 12:16:48		9403334822		COBRA	PROVIAS MTC	OF 36735-2019 MTC OVALO ACCESO A CASCAS	2020/08/31	Certificado"
"M-20-08-014	OVALO DE ACCESO A CASCAS EN SECTOR CHICLIN - DISTRITO DE CHICAMA -- ASCOPE 	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-12-00012	CERTIFICACION OC	P-0055-20-0188-00010	7,116.76	ATENDIDO	2020-12-07 12:43:53	2020-12-18 01:09:44	ATENDIDO GERENTE	9403334822	5031025203	COBRA	PROVIAS MTC	OF 36735-2019 MTC OVALO ACCESO A CASCAS	2020/08/31	Certificado"
"M-20-08-012	REUBICACION DE POSTES - ZONA 2 - SECTOR B ASOC. CIUDAD DE DIOS YURA AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-08-00003	CREACION OC	P-0055-20-0188-00010	1,335.00	ATENDIDO	2020-08-12 14:35:42	2020-08-25 19:01:23		9403181084		DOMINION	CONSORCIO VIAL CIUDAD DE DIOS - REP COMUN ING RONALD CONDORI MAMANI	CARTA S-N DE 19 DE FEBRERO DEL 2020	2020/08/12	Certificado"
"M-20-08-012	REUBICACION DE POSTES - ZONA 2 - SECTOR B ASOC. CIUDAD DE DIOS YURA AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-11-00053	EDICION OC	P-0055-20-0188-00010	2,663.80	ATENDIDO	2020-11-09 12:25:16	2021-01-07 11:53:11		9403181084		DOMINION	CONSORCIO VIAL CIUDAD DE DIOS - REP COMUN ING RONALD CONDORI MAMANI	CARTA S-N DE 19 DE FEBRERO DEL 2020	2020/08/12	Certificado"
"M-20-08-012	REUBICACION DE POSTES - ZONA 2 - SECTOR B ASOC. CIUDAD DE DIOS YURA AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	OP-2020-11-00072	CERTIFICACION OC	P-0055-20-0188-00010	2,663.80	ATENDIDO	2020-11-09 12:28:13	2020-11-13 00:32:42	ATENDIDO GERENTE	9403181084	5030794164	DOMINION	CONSORCIO VIAL CIUDAD DE DIOS - REP COMUN ING RONALD CONDORI MAMANI	CARTA S-N DE 19 DE FEBRERO DEL 2020	2020/08/12	Certificado"
"M-20-08-004	OF 22485-2019-MTC-20.22.04  Reubicación de Redes por Puentes: Reque, Moche, Cartavio y Arenita - Autopista del Sol	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-11-00021	ANULACION POS. OC	P-0055-20-0681-00002	92,302.00	ATENDIDO	2020-11-09 11:33:00	2020-11-11 19:21:31		9403181092		COBRA	PROVIAS MTC	OF.22485-2019-MTC - CONVENIO 14-2020-MTC-20	2020/08/01	Certificado"
"M-20-08-004	OF 22485-2019-MTC-20.22.04  Reubicación de Redes por Puentes: Reque, Moche, Cartavio y Arenita - Autopista del Sol	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-12-00003	CREACION OC	P-0055-20-0114-00005	46,592.16	ATENDIDO	2020-12-01 12:42:16	2020-12-11 12:27:20		9403334816		COBRA	PROVIAS MTC	OF.22485-2019-MTC - CONVENIO 14-2020-MTC-20	2020/08/01	Certificado"
"M-20-08-004	OF 22485-2019-MTC-20.22.04  Reubicación de Redes por Puentes: Reque, Moche, Cartavio y Arenita - Autopista del Sol	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-12-00014	CERTIFICACION OC	P-0055-20-0114-00005	46,592.16	ATENDIDO	2020-12-07 12:43:53	2020-12-18 01:09:24	ATENDIDO GERENTE	9403334816	5031025201	COBRA	PROVIAS MTC	OF.22485-2019-MTC - CONVENIO 14-2020-MTC-20	2020/08/01	Certificado"
"M-20-08-003	OF.10148-2019 MTC - Reubicacion de Redes en Evitamiento Trujillo, Evitamiento Pacasmayo, Tramo San José de Moro - Mocupe y Evitamiento Chiclayo - Auto	OBRA PUBLICA	PROVIAS MTC	SI	OP-2020-08-00009	CREACION OC	P-0055-20-0188-00010	101,500.00	ATENDIDO	2020-08-20 10:58:35	2020-08-25 14:46:04		9403177318		COBRA	PROVIAS MTC	OFICIO n° 10148-2019-MTC/20.22.04	2020/08/07	Certificado"
